4.385064215385246378e+00,6.342529607021878846e+00
-1.979436739479517593e+00,3.981245677974586172e+00
7.867334849917913431e+00,4.783472354896460832e-01
-2.335271270953787948e+00,3.267989624888514300e+00
1.427190293860521431e+00,4.043367245396127352e+00
-2.330211197039661286e+00,3.343424854157361903e+00
-4.768682679715355199e+00,2.638797678588903572e+00
-1.542331125121306545e+00,-3.694834325497533989e+00
-3.806792373724227296e+00,-1.483688665866371936e+00
-1.707557133483146306e+00,-7.070267107997972644e+00
3.552297059106636734e+00,-5.348806571071186511e+00
-3.372227038749523675e+00,-7.239398078939160541e+00
-5.445380698282208387e-01,-5.152435748252524483e+00
-1.305290757004220925e+00,4.493105923806609558e-01
4.782553153738477114e+00,4.033184876642165406e+00
-1.810705596441673837e+00,-2.144850203245494413e-01
-1.637087915771847868e+00,-7.052423962641528377e+00
-5.393415149456293634e+00,-2.804739608286346275e+00
4.505248251037114571e+00,6.278388288341521850e+00
-1.260426989187255709e+00,3.427431146597139655e-01
2.653495129198257807e-01,-4.378736123556410398e+00
5.248137802740984625e+00,-5.359305976586922426e+00
6.223735226868790882e+00,-2.450037638238588222e+00
2.086561389779257869e+00,-6.438788603530579024e+00
8.096944759931155033e-01,4.522441425506936952e+00
3.205022017000234591e+00,5.493987724090945157e-01
-7.320382562190765441e+00,-5.565291502783821009e+00
-2.601681254185698400e+00,2.652491900307487604e-01
-4.278191179465306027e-01,-4.708774614943905812e-01
-8.946737802620788216e+00,1.768154702544333379e+00
-8.930350098372615841e-01,-2.320089196783579055e+00
-4.208175045621392663e+00,2.066818950635040064e+00
-3.347666661558819090e+00,-6.933941412451725128e+00
-8.250129482054328278e+00,-2.782125886216045618e+00
-5.462809893458350885e+00,4.960977768491894757e+00
-6.964580406248713551e+00,-7.907258140024951976e-01
1.141957220717085553e-01,6.939080910852505113e+00
6.315901578511350145e+00,5.883365767480129627e+00
3.131548539724004154e+00,5.047217378347840011e+00
2.504316184239807619e+00,4.599660907364351847e-01
-3.746309635783752867e+00,7.089497527005729438e+00
-1.139017611117956186e+00,-2.530909159431166788e+00
4.327749152786479314e+00,-4.734149290128574883e+00
-5.774300109452517482e+00,-1.278809509745960638e+00
-1.761124889974369223e+00,1.102094407284784250e+00
-3.359981711634103974e+00,-7.037009189994773095e+00
8.887871275130869719e+00,-3.751393107337896993e+00
-1.457355018522194401e+00,6.751943936721457540e+00
7.290057200915263991e+00,-2.994280708752163012e+00
-7.092028488203655279e+00,-2.159705528181338430e+00
3.678449718406403335e+00,-3.137798906891852369e+00
-2.745400569928345469e+00,2.484664610800896956e+00
-4.101775835038802498e+00,-9.051377071755514758e-02
6.917489812522072956e-01,2.928003196214762127e+00
3.730917157732397182e+00,-1.317099744289839780e+00
4.543958393812156160e+00,3.960567757406928902e+00
-4.928434862924772730e+00,-5.984770921925187892e+00
-3.147245339527156016e+00,8.704642979729123597e-01
1.981483593336486937e+00,-2.741188757773108886e+00
1.546190667021375198e+00,4.138798500796697866e+00
9.048191423861881688e+00,1.843740421039492983e+00
3.649852063698043603e-01,5.649975354378282688e+00
4.883226565879970060e-01,-1.241358985813924676e+00
-4.708715030126669809e+00,4.579193843780490880e+00
-6.554039570768986245e+00,-4.540183635824251773e+00
4.515255717528440904e+00,3.333513362719282558e+00
-7.549349000340730420e+00,5.495597641019840385e-01
-2.073235835976030561e+00,-6.967310767859165033e+00
-4.932375173668027912e+00,4.220849215142706612e+00
-6.373556216825983611e+00,-1.976333017648115309e+00
-4.043899681541895497e+00,1.924964028806129157e+00
-2.609385486461597847e-01,4.373932965643515303e+00
8.613177237203200054e-01,4.180705020818312079e+00
-5.315478430935780096e+00,4.661249143734924161e+00
6.899906256040019059e+00,4.244618278792096078e+00
-4.038765959485747459e+00,3.448555242878923899e+00
-5.445490415190712419e+00,-2.105395958565191794e+00
5.940443858789840270e+00,-1.303736742816615557e+00
9.007381819266932155e+00,1.763752597799037591e+00
7.514244333361375539e+00,5.565765748331386042e+00
-7.435790229979106769e+00,4.248518295849788018e+00
3.472200075794582563e+00,1.044770791395872367e+00
5.756191931729953026e+00,4.058560739819824015e+00
3.511570528598219720e+00,-2.093208899205271312e+00
-1.446448208492121523e+00,9.161912007941003244e-01
-3.619453755803831996e+00,-5.672085717578240427e+00
8.606152387954937311e-01,2.527199940822035362e+00
-7.337844900192678210e+00,4.223405517017436495e+00
2.239810097749544315e+00,-4.547216228046624842e+00
-1.569835981164296568e+00,4.696110761578018433e+00
-6.825269069697983859e+00,6.207299254514699882e-01
-2.093443674534675392e+00,-3.260481820901204753e+00
-1.030562280743175130e+00,3.030854528650411162e+00
9.174463023643153470e-01,4.480202436588696102e+00
-5.782172626999248166e+00,3.304065794693851643e+00
-7.420133842360804088e+00,5.919550756895749499e-01
4.617813864760223375e+00,-6.442819829328946035e+00
-4.949692982928927343e+00,-1.148656631845056397e+00
-3.813296077152776853e+00,-2.708873373462311829e+00
-8.372260481913824659e-01,2.659556671214489576e+00
4.697191021964326474e+00,3.193633796198956709e+00
-4.236873309444430191e+00,3.529521725844134483e+00
-5.482310771494416368e-01,-5.236447697604098117e+00
-2.635997270239541557e+00,6.736836075569737403e+00
2.099915764477743529e+00,-2.838710969535028994e+00
-2.387913583953110930e+00,3.247246361281816096e+00
-1.172467459570718962e+00,-2.353704997443268609e-01
-3.809723141761729437e+00,4.306525800945667365e-02
-6.158094379742849789e+00,3.349224489901767132e+00
-4.719429045732295158e+00,-1.354625268509618286e+00
5.218554397046665905e+00,7.586883124192064010e+00
-5.696024040295973201e+00,-5.750182831588115384e+00
1.093592048853122695e-01,3.509990144245995758e+00
-2.687521087334016734e+00,4.712015756324178462e+00
-6.855809685356025973e+00,2.867104768753288901e+00
7.516208421325694999e+00,-2.019580668825283754e-01
-3.450688886905582287e+00,-6.849977550782028857e+00
2.880527053988134245e+00,4.652887514153521309e+00
9.324130073798839291e+00,-1.258364366374875587e+00
6.340538405505305342e+00,5.802884865458238117e+00
-3.792961407862184053e+00,7.753509400813912711e-01
-1.874695340098685215e+00,3.992687186753453688e+00
-7.570184118284485342e-01,-3.336715500016254943e+00
1.836097669764426010e+00,1.081112639912117923e-01
-7.950990284210021741e+00,-1.356868449094579709e+00
-5.343936061024693318e-01,3.298937938003742243e+00
-3.397795037064983426e+00,4.762228832937949186e-01
-6.033854604442579372e+00,1.380379208988448791e+00
-2.198566330260829371e+00,-6.568647847699870645e+00
3.341777915233943297e+00,6.861727892823922259e-01
2.026804182060924386e+00,1.817205052823485767e+00
-2.651887003047977309e+00,2.956765612702992208e+00
-7.491618936813033258e+00,4.336957578936830870e+00
-2.445373292088776296e+00,7.269930564069694512e+00
5.128257073195911175e+00,-3.768622178529504207e+00
-3.098583757397830318e+00,-4.737955471828746212e+00
1.539445812308781747e+00,-5.384929707612770011e-01
-6.189542931891272914e+00,2.945245185727145110e+00
6.249277625658431035e+00,-4.699983339533981841e+00
7.753559376910413192e+00,-1.858598011873654476e+00
1.025740880309214509e+00,4.993130835336240914e+00
5.683336637275692382e+00,4.364303935093011511e+00
-6.382532122461554991e+00,5.673349498819089121e+00
-1.913311862754682124e+00,-6.352228544176116154e-01
-4.800650592900908009e+00,2.250836238345900409e+00
-5.840904427454708170e+00,4.652526104101238680e+00
-8.238139534044639944e+00,1.731240862497634314e+00
-8.074032999457990911e+00,-2.690075211333585958e+00
-2.050189036315640312e+00,-4.609418039007732837e+00
-1.962676867085186849e+00,-1.766715663323691621e-01
1.451132620912301663e+00,-3.846424372960274951e+00
4.425040112636435374e+00,3.291049645536950230e+00
-5.569267435678621148e+00,1.314959808333551639e+00
1.981476829299849918e+00,-2.667131052383592493e+00
-5.281090523194660769e+00,4.914667517433676025e+00
-1.731670963404118968e+00,-2.155326245147520137e+00
5.735545007564384790e+00,7.240387459308591289e+00
